dates,1y_yield,log_soma_nb_mbs_long,log_reserves_plus_rrp,share_onrrp,log_gdp,log_gdpdef,TermSpread,EBP
2019-01-01,0.025000000000000001,28.943432579563513,28.168866204040064,0.0029276189575153607,30.64562921789064,4.635492343755579,0.0033999999999999968,0.196750194
2019-02-01,0.024700000000000003,28.93233748587339,28.171095417204448,0.0014185185413496482,30.646815676895343,4.637772882031881,0.0028999999999999998,0.088029079
2019-03-01,0.0241,28.923253049727116,28.177454588150884,0.00068458423232862662,30.651861680764746,4.64045379018729,0.0016999999999999967,-0.106053292
2019-04-01,0.023399999999999997,28.913563250733031,28.116573515331769,0.00072147552559887406,30.651686349150737,4.642948502880069,0.0015000000000000013,0.017149981
2019-05-01,0.022700000000000001,28.897564581425087,28.087466225413738,0.0013638499450022421,30.656633952095255,4.64307753635283,0.00050000000000000044,-0.000771
2019-06-01,0.019400000000000001,28.889014098312984,28.107923022255957,0.0060676241472000627,30.660926189227663,4.643163233850733,-0.0010000000000000009,0.028797512
2019-07-01,0.019099999999999999,28.877222029731588,28.092306338713289,0.0047355960315289139,30.661187204498724,4.645484013668022,-0.00040000000000000105,-0.025257189
2019-08-01,0.017299999999999999,28.86899084488202,28.096858664325438,0.0041096708335069954,30.670420753930646,4.646316616622749,-0.0032000000000000015,-0.144735059
2019-09-01,0.017500000000000002,28.866137509746391,28.042404145213983,0.0027193261966705351,30.67251990431989,4.6469049128373685,-0.0018999999999999989,-0.222855569
2019-10-01,0.015700000000000002,28.864419684520655,28.070790998447585,0.003381940090301217,30.671318489036754,4.6476133833642725,0.00059999999999999984,-0.217656809
2019-11-01,0.015300000000000001,28.862164776533795,28.102130219438703,0.0041015488624835195,30.677437378886147,4.649207076380277,0.002700000000000001,-0.160330256
2019-12-01,0.015100000000000001,28.861797352277698,28.164195003658367,0.0035398568829952894,30.675785199243542,4.651196825905552,0.0032000000000000015,-0.270694614
2020-01-01,0.0149,28.859447889737709,28.17288838096033,0.0023348431409523332,30.668592693723408,4.653512205570889,0.0024000000000000011,-0.235989012
2020-02-01,0.0137,28.858960952601993,28.178532359621553,0.0011826502019028949,30.67107265883773,4.655357081415885,-0.00020000000000000052,-0.149597594
2020-03-01,0.0032000000000000002,28.897413283499759,28.396434770553491,0.023481970069540978,30.64492611814542,4.653924972289105,0.0057999999999999996,1.18908321
2020-04-01,0.0018,29.176767295265531,28.729035924553699,0.014878251882830967,30.55161796594201,4.649993277812333,0.0051999999999999998,0.655548038
2020-05-01,0.0016000000000000001,29.284457827491465,28.800308822031194,0.00065175358269964692,30.568429612386232,4.648058395755454,0.0054000000000000003,0.414472667
2020-06-01,0.0018,29.321388204545311,28.744197946074845,0.0001357956050067514,30.617446695057733,4.652774862307168,0.0057000000000000002,0.057092457
2020-07-01,0.0015,29.345847991615837,28.631109248833695,7.8752702985886162e-06,30.64823803036154,4.656769797426152,0.0048999999999999998,-0.155139972
2020-08-01,0.0012999999999999999,29.36140802484973,28.660543504593068,1.0120029502862479e-05,30.657448315343768,4.659817776090288,0.0055000000000000005,-0.280433934
2020-09-01,0.0012999999999999999,29.379458349581419,28.679360508389841,3.8423596347802114e-05,30.65722816057174,4.661586045974315,0.0057000000000000002,0.008452656
2020-10-01,0.0012999999999999999,29.398712807524539,28.687634461129875,4.3040044125977547e-06,30.659772921873603,4.66205305705616,0.0069000000000000008,-0.202160999
2020-11-01,0.0011999999999999999,29.408765201912189,28.741178970982993,4.5281190906073165e-05,30.66230240657647,4.664816499188829,0.0077999999999999996,-0.459277995
2020-12-01,0.001,29.426066945819663,28.773843848197338,0.00019353945272968835,30.674617777652607,4.669934112517711,0.0084000000000000012,-0.488933418
2021-01-01,0.001,29.441072840388784,28.779935541282992,0.00030630344461246274,30.684437171539987,4.674184458721075,0.01,-0.645160715
2021-02-01,0.0007000000000000001,29.462403861501219,28.839127853240615,0.00037095280559181279,30.665650372582977,4.677955690720522,0.012200000000000001,-0.946902057
2021-03-01,0.0007000000000000001,29.485318105627009,28.950133197592884,0.0050263375381239912,30.688108828396718,4.682629876731346,0.015799999999999998,-0.738394606
2021-04-01,0.00059999999999999995,29.502521054853151,29.00644995813364,0.017558042155009019,30.690389883253808,4.68734952644327,0.016199999999999999,-0.478563192
2021-05-01,0.00050000000000000001,29.514186638616398,29.05361929596824,0.066415415631017979,30.69751873291381,4.692914764136913,0.016000000000000004,-0.413890168
2021-06-01,0.0007000000000000001,29.536279136987851,29.132918218397734,0.14300019033372341,30.70103034975203,4.700826002922339,0.014800000000000001,-0.579422711
2021-07-01,0.0007000000000000001,29.559876476774644,29.198024623496114,0.17702826776473204,30.70509532706063,4.706398243350727,0.012699999999999999,-0.551676986
2021-08-01,0.0007000000000000001,29.576003477579345,29.278300933004594,0.20272839570655626,30.706238078403786,4.708950825807485,0.0123,-0.47390932
2021-09-01,0.0007000000000000001,29.595353864849823,29.318176855374499,0.22406891741888671,30.702280829431363,4.711558732971248,0.013300000000000001,-0.644406048
2021-10-01,0.001,29.610362656151409,29.345514513503396,0.256715310062124,30.717279134864917,4.719080720321141,0.015300000000000001,-0.523396255
2021-11-01,0.0017000000000000001,29.629225012322852,29.358330868964646,0.25684822070601709,30.72473531215574,4.726187964544394,0.015100000000000001,-0.449534067
2021-12-01,0.0028000000000000004,29.640154001213155,29.386772733716086,0.27642581566941021,30.72262523997647,4.732783115410185,0.0141,-0.44312942
2022-01-01,0.0053,29.652576626177773,29.328559571994887,0.29107089591380231,30.71689921636829,4.738273055624216,0.0161,-0.348436832
2022-02-01,0.0097000000000000003,29.663792705138288,29.326984370589852,0.30216924573932552,30.718821567980044,4.7444874792398615,0.015999999999999997,-0.214296132
2022-03-01,0.012800000000000001,29.669319908526884,29.338100543826879,0.29714958267603353,30.72127514173828,4.755247201650058,0.016899999999999998,-0.867984595
2022-04-01,0.018100000000000002,29.671589381591829,29.315189648773561,0.32898650691049336,30.720871904242937,4.759605488314717,0.019900000000000001,-0.322768438
2022-05-01,0.019699999999999999,29.671369701293852,29.285429061576991,0.36560018036662129,30.720630946734126,4.767885391312511,0.019199999999999998,-0.122691995
2022-06-01,0.025499999999999998,29.670149361803993,29.315680179342312,0.4011070461571698,30.72019050469176,4.777558995010713,0.016500000000000004,0.069645873
2022-07-01,0.029100000000000001,29.666613527338679,29.327052793998128,0.40232212170859794,30.724505208890708,4.777820674891869,0.0066999999999999976,0.012688492
2022-08-01,0.031600000000000003,29.662889461382981,29.336672499681072,0.39946997147668561,30.726914238441463,4.778625106857814,0.0026999999999999975,-0.031072599
2022-09-01,0.0373,29.658958354117875,29.315418862069063,0.41894947120473391,30.73183923764947,4.781701910739353,0.0039000000000000007,0.023376246
2022-10-01,0.042300000000000004,29.650638307286155,29.29497578331436,0.42128547331180888,30.735520799843002,4.786613830221061,0.0025999999999999981,0.105626871
2022-11-01,0.045100000000000001,29.638918749277828,29.293626152035014,0.40713397122344891,30.736834677512615,4.78922300791407,-0.0025999999999999981,-0.222350227
2022-12-01,0.044699999999999997,29.630951097913282,29.297217398174489,0.41283070896480911,30.73154568119397,4.790731252571261,-0.0063,-0.000515
2023-01-01,0.044900000000000002,29.621253776966174,29.272148345851722,0.41292201485962798,30.738557095316228,4.795248991007035,-0.010100000000000005,-0.010451689
2023-02-01,0.047,29.611061019190792,29.260507043505424,0.40763557294571495,30.741362480764533,4.799176249867594,-0.009000000000000008,-0.141215537
2023-03-01,0.044699999999999997,29.601649410349314,29.325550630429735,0.40147874279676804,30.745613846455953,4.8000718294101405,-0.010300000000000004,-0.174891206
2023-04-01,0.044800000000000006,29.591965679655839,29.342583003648627,0.40958217791957191,30.748725795945703,4.801448221866324,-0.014600000000000002,0.215958587
2023-05-01,0.046900000000000004,29.579596510060657,29.330145632073446,0.40839147252015068,30.748919592355698,4.803262298056572,-0.015699999999999999,0.162934742
2023-06-01,0.049800000000000004,29.570476477593846,29.302387270684754,0.38609963849510193,30.74667638795173,4.8053808815172285,-0.014100000000000001,0.204626505
2023-07-01,0.050999999999999997,29.560638106577141,29.231837792071868,0.35875544128396097,30.75573780000351,4.80853374057567,-0.013499999999999998,0.042364092
2023-08-01,0.050900000000000001,29.548379985877528,29.238883579298584,0.35338208846089064,30.75906088810952,4.812010438532687,-0.011299999999999998,0.098565093
2023-09-01,0.051500000000000004,29.538983966408257,29.185883817531966,0.31573693422371313,30.763917786572797,4.8139031774962175,-0.0094000000000000056,0.01343593
2023-10-01,0.051500000000000004,29.530733799364935,29.125435382087201,0.26481895227108454,30.76390301494858,4.814741091688656,-0.0053999999999999951,0.251422295
2023-11-01,0.050099999999999999,29.518659572856009,29.106395096685461,0.22164274757393015,30.76955966497309,4.815141183531041,-0.0076999999999999985,-0.056560712
2023-12-01,0.047199999999999999,29.508656821590126,29.089556461035286,0.18784226854911742,30.77047351085296,4.816531729174015,-0.012200000000000009,-0.206077633
2024-01-01,0.045700000000000005,29.497980446696374,29.051667983774635,0.15285710951560583,30.76363806995514,4.819769881250189,-0.011599999999999999,-0.040666761
2024-02-01,0.046900000000000004,29.488624581914941,29.043776439819744,0.13136667512608446,30.772163310003595,4.822906887368843,-0.010300000000000004,-0.107260094
2024-03-01,0.047599999999999996,29.478941337145574,29.02113727715787,0.11760379434104129,30.774404473006914,4.827188825093529,-0.010300000000000004,-0.063786111
2024-04-01,0.048899999999999999,29.468552986170042,28.983298072267061,0.11295758416151312,30.7736575017126,4.8289062246936405,-0.0069999999999999993,-0.178409692
2024-05-01,0.049100000000000005,29.456813216018812,28.975345107962841,0.11979706917649484,30.779684580668512,4.82998845069139,-0.0076999999999999916,-0.104570002
2024-06-01,0.0487,29.446368156519444,28.96772946403847,0.11212241475857092,30.7833198688165,4.830051447158223,-0.0093000000000000027,0.001455876
2024-07-01,0.046799999999999994,29.43927047649516,28.940995682996718,0.1089775487813954,30.782285701201488,4.832109791925669,-0.0095000000000000015,-0.061001547
2024-08-01,0.042500000000000003,29.433138629912865,28.926735392683433,0.091007307055059841,30.78954557962574,4.8337247340852,-0.011799999999999998,-0.008495966
2024-09-01,0.038699999999999998,29.426978801965848,28.903739683212638,0.09347201687898643,30.78947894275276,4.835761005997932,-0.009999999999999995,-0.066409247
2024-10-01,0.040300000000000002,29.420054205291649,28.882968401195434,0.081651223728937017,30.79075397631016,4.837683015690857,-0.0041000000000000064,-0.339019034
2024-11-01,0.041399999999999999,29.412412774670941,28.866637145408284,0.05339266359733276,30.790115912759347,4.839530073325732,-0.00059999999999999637,-0.198655883
